机构名称,机构地址,区县,机构电话,基本医保点,医保编码,新农合定点,邮政编码,
北京市朝阳区潘家园街道武圣东里社区卫生服务
站,,朝阳区,,否,,否,,
北京市朝阳区和平街街道小黄庄社区卫生服务
站,,朝阳区,,否,,否,,
北京市朝阳区和平街街道砖角楼社区卫生服务
站,,朝阳区,,否,,否,,
北京市朝阳区和平街街道和平街十四区社区卫生服
务站,,朝阳区,,否,,否,,
北京市朝阳区和平街街道胜古庄社区卫生服务
站,,朝阳区,,否,,否,,
北京市朝阳区金盏地区西村社区卫生服务站,北京市朝阳区金盏乡西村,朝阳区,84349808,是,05162219,是,100018,
朝阳区平房地区黄渠社区卫生服务站,北京市朝阳区平房乡黄渠村,朝阳区,65764706,是,05162115,是,100024,
北京市朝阳区常营地区万象新天社区卫生服务站,北京市朝阳区常营地区万象新天115楼1层底商,朝阳区,65788428,是,05162201,是,100024,
朝阳区高碑店地区北花园社区卫生服务站,北京市朝阳区高碑店乡大花园村委会旁,朝阳区,65400324,是,05162083,是,100024,
朝阳区黑庄户地区东旭花园社区卫生服务站,北京市朝阳区黑庄户乡东旭花园,朝阳区,85370322,是,05162124,是,100121,
双井社区卫生服务中心,北京市朝阳区广渠门外大街31号,朝阳区,67788835,是,05110140,否,100022,
潘家园社区卫生服务中心,朝阳区潘家园华威里25号,朝阳区,67719999,是,05110141,否,100021,
朝阳区六里屯街道十里堡北里社区卫生服务站,北京市朝阳区十里堡北里6号楼门前居委会,朝阳区,010-85810068,是,05162029,否,100025,
孙河社区卫生服务中心,北京市朝阳区孙河乡西甸村中街,朝阳区,84595672,是,05110050,是,100103,
管庄第二社区卫生服务中心,北京市朝阳区管庄地区瑞祥里小区17号楼,朝阳区,85706208,是,05110152,是,100024,
朝阳区六里屯街道八里庄南里社区卫生服务站,北京市朝阳区八里庄南里24号楼北侧平房,朝阳区,85819258,是,05162018,否,100026,
朝阳区六里屯街道红领巾公园东社区卫生服务站,北京市朝阳区八里庄北里309号楼北活动站,朝阳区,85842158,是,05162028,否,100025,
来广营社区卫生服务中心,北京市朝阳区朝来家园赢秋苑小区北侧综合楼,朝阳区,84952190,是,05110031,是,100012,
八里庄社区卫生服务中心,北京市朝阳区延静西里11楼,朝阳区,65005221,是,05110142,否,100025,
